TempOut;OutHum;SolarRad
23.2;79;46
23.3;79;44
23.7;79;59
24;79;232
24.7;76;417
25.5;75;476
26.1;74;538
26.5;72;592
26.7;71;632
27;69;683
27.8;67;725
28;65;766
28.1;67;796
28;67;833
28.1;67;858
28.7;64;886
28.6;63;903
29.1;62;918
28.8;63;927
28.8;61;930
29.2;60;930
29.4;57;925
29.6;58;914
29.7;60;899
30;57;881
29.9;59;862
29.8;58;827
29.6;56;798
29.9;59;772
29.6;59;732
29.2;59;626
29.1;61;569
29.1;60;409
29.1;62;348
28.6;63;101
28.4;65;121
28.2;66;153
27.9;68;42
27.6;68;33
27.2;70;27
26.8;71;24
26.3;72;14
25.8;74;8
25.6;75;0
25.1;77;0
24.7;79;0
24.8;79;0
24.7;80;0
24.3;82;0
24.3;83;0
24.2;83;0
24.2;83;0
24.4;82;0
24.3;82;0
24.4;82;0
24.1;83;0
24;84;0
24.5;82;0
24.2;83;0
24.5;81;0
24.7;80;0
24.7;80;0
24.7;79;0
24.7;79;0
24.8;80;0
24.6;80;0
24.7;80;0
24.3;82;0
23.9;83;0
23.8;84;0
23.9;83;0
24;83;0
24.1;81;0
24.1;81;0
24.1;80;0
23.9;80;0
23.8;80;0
23.7;81;0
23.5;82;0
23.4;82;0
23.4;82;0
23.4;81;0
23.4;82;0
23;83;0
22.8;83;0
22.5;84;0
22.1;86;0
21.7;88;0
22.3;85;0
22.7;82;0
22.6;81;0
22.4;82;0
21.9;84;1
22.1;84;10
22.3;83;18
22.8;82;24
22.9;82;29
23.2;80;34
24.2;78;59
24.8;75;269
25.1;75;407
25.7;73;462
26.3;71;520
26.4;73;574
26.9;69;604
27.3;67;672
27.6;67;714
27.9;65;757
28.2;64;790
28.1;64;824
28.3;63;848
28.6;62;872
28.9;60;890
29.2;61;902
29.2;61;912
29.6;64;915
29.3;60;916
29.5;63;911
29.1;62;906
29.4;64;887
29.3;65;868
29.2;64;847
28.9;64;820
29.2;65;788
29.1;63;754
28.8;64;711
28.8;67;668
28.7;65;570
28.4;66;409
28.3;66;429
28.1;68;93
28.1;67;110
27.8;68;160
27.4;71;38
27.1;72;36
26.9;72;31
26.4;75;22
25.9;76;14
25.6;76;7
25.4;76;0
25.3;75;0
25.2;74;0
24.8;76;0
24.4;77;0
24.3;79;0
23.7;81;0
23.4;82;0
23.8;81;0
23.9;80;0
23.6;81;0
24.1;80;0
24.3;77;0
24.7;75;0
24.7;74;0
24.5;75;0
24.2;77;0
24.1;77;0
24;78;0
24;78;0
24;79;0
23.8;80;0
23.8;81;0
23.8;81;0
23.9;82;0
24;82;0
24;82;0
24;83;0
23.6;84;0
23.4;85;0
23.5;84;0
23.6;83;0
23.6;82;0
23.6;81;0
23.5;82;0
23.6;81;0
23.7;80;0
23.6;80;0
23.6;79;0
23.7;78;0
23.7;77;0
23.8;76;0
23.7;76;0
23.5;76;0
23.4;75;0
23.3;76;0
23.2;77;0
23.1;76;0
22.9;76;0
22.8;76;0
22.8;77;4
22.7;77;12
22.9;77;22
23.3;76;32
23.6;76;38
23.8;74;62
23.7;75;90
24.6;72;333
24.9;72;434
25.6;70;512
26.3;68;557
26.4;67;601
26.5;66;667
27;65;711
27.2;62;752
27.3;57;791
28.1;56;822
27.9;56;846
27.9;57;867
27.8;55;885
28.1;54;898
28.2;55;905
28.3;55;913
28.7;56;915
28.7;55;912
28.7;55;907
28.7;55;909
28.7;56;918
28.8;54;841
29.1;56;849
28.8;57;800
28.9;57;756
28.7;57;715
28.6;57;646
28.4;57;503
28.2;60;392
27.8;62;327
27.4;61;100
27.3;62;130
27.1;63;109
26.8;63;35
26.7;64;30
26.3;65;26
25.9;67;21
25.6;68;14
25.2;68;7
25;69;0
24.8;68;0
24.8;69;0
24.7;68;0
24.4;70;0
24.3;70;0
24.4;69;0
24.4;69;0
24.4;69;0
24.4;69;0
24.2;70;0
24.2;71;0
24.3;70;0
24.3;70;0
24.1;71;0
24;71;0
23.9;72;0
23.8;71;0
24.1;71;0
24;71;0
23.8;72;0
23.6;73;0
23.8;72;0
23.6;72;0
23.6;73;0
23.8;71;0
24;71;0
23.8;71;0
23.7;72;0
23.6;73;0
23.6;73;0
23.5;74;0
23.4;76;0
23.4;77;0
23.3;78;0
23.2;80;0
23.3;80;0
23.2;80;0
23.1;80;0
22.9;79;0
22.8;79;0
22.6;79;0
22.4;78;0
22.3;77;0
22.3;76;0
22.3;76;0
22.3;75;0
22.4;74;0
22.4;74;0
22.3;74;2
22.2;74;12
22.3;74;18
22.6;74;24
22.8;73;28
23.2;73;33
23.7;70;47
24.5;68;272
24.7;66;397
25.3;65;458
25.7;65;510
26.1;62;565
26.4;61;587
26.6;60;661
27.2;59;704
27.6;57;744
27.3;57;780
27.3;56;811
28.1;56;839
27.8;57;862
27.8;54;880
28.2;52;896
28.2;49;905
28.1;53;911
28.2;54;910
28.4;57;904
28.3;54;894
28.7;55;881
28.6;56;863
28.1;56;841
28.3;56;812
28.3;57;779
28.3;57;743
28.2;58;703
27.8;58;653
27.5;60;456
27.7;62;447
27.5;60;392
27.4;61;109
27;61;152
27;63;139
26.6;64;54
26.3;65;39
25.9;66;29
25.6;67;22
25.2;69;14
24.9;70;6
24.6;72;0
24.3;73;0
23.9;75;0
23.2;78;0
23.6;76;0
23.2;78;0
23.7;75;0
24.1;71;0
24.3;71;0
24.4;72;0
24.6;72;0
24.6;73;0
24.4;74;0
24.4;74;0
24.6;75;0
24.5;76;0
24.5;76;0
24.6;76;0
24.4;78;0
24.5;77;0
24.5;77;0
24.5;78;0
24.4;78;0
24.4;78;0
24.4;79;0
24.3;80;0
24.2;80;0
24.2;81;0
23.9;82;0
23.8;82;0
23.7;82;0
23.4;82;0
23.6;82;0
23.6;82;0
23.6;82;0
23.4;83;0
23.3;82;0
23.2;83;0
23;83;0
22.9;83;0
22.7;82;0
22.6;82;0
22.3;84;0
22.3;82;0
22.4;81;0
22.3;80;0
22.3;80;0
22.2;80;0
22.1;80;0
22.2;80;0
22.3;79;3
22.4;79;13
22.5;79;30
22.8;78;80
22.8;78;71
23.2;77;144
24.3;74;355
23.9;76;198
24.2;74;210
23.8;76;177
24.5;75;249
25.3;72;596
25.9;69;822
25.3;72;477
24.8;74;309
25.1;72;369
25.4;71;514
27.1;66;1086
26.9;67;568
27.8;67;994
27.6;67;946
28.4;67;976
27.8;67;689
26.8;69;432
27.9;70;647
28.4;65;876
28.2;68;668
27.9;67;495
28;68;570
28.7;66;827
28.8;64;555
27.7;68;349
27.2;70;323
27.2;70;344
26.4;74;178
26.4;73;199
26.9;73;247
27.1;71;231
26.6;72;157
26.2;74;115
26.2;74;124
25.9;75;74
25.6;76;40
25.4;76;26
25.4;77;18
25.3;77;12
25.2;77;3
25.2;77;0
25.2;78;0
25.1;79;0
25;79;0
24.9;79;0
24.8;80;0
24.7;81;0
24.6;81;0
24.6;80;0
24.6;80;0
24.6;81;0
24.4;81;0
24.4;81;0
24.4;81;0
24.3;81;0
24.4;81;0
24.5;81;0
24.4;81;0
24.3;82;0
24.3;81;0
24.4;81;0
24.3;81;0
24.3;82;0
24.2;82;0
24.3;81;0
24.2;82;0
24.2;81;0
24.2;81;0
24.1;81;0
23.8;83;0
23.5;84;0
23.3;85;0
23.3;86;0
23.2;86;0
23.2;85;0
23.2;85;0
23.1;85;0
23.1;85;0
23.1;85;0
22.9;85;0
22.9;85;0
22.9;84;0
22.8;85;0
23.1;83;0
23.1;83;0
23.2;83;0
23.2;83;0
23.2;83;0
23.3;83;0
23.3;83;3
23.3;82;13
23.4;82;20
23.6;81;23
23.6;81;24
23.6;81;33
23.6;82;42
23.6;82;53
23.8;81;56
23.8;81;66
23.9;81;77
23.9;81;95
23.9;82;97
24.2;82;131
24.4;82;178
24.8;79;285
25.3;78;390
25.2;78;317
25.8;76;417
25.7;76;386
25.9;75;440
26.1;75;393
26.4;74;497
27.2;72;548
27;73;572
26.9;71;712
26.9;73;616
26.9;72;710
26.8;73;566
27.3;71;650
27.1;71;598
27.1;71;580
26.8;71;431
26.7;71;347
26.3;73;256
26.2;74;225
26.1;74;186
25.8;75;135
25.7;75;105
25.6;75;101
25.7;74;103
25.7;74;101
25.5;76;89
25.2;77;55
25;77;22
24.8;78;5
24.6;80;0
24.4;80;0
24.3;80;0
24.3;81;0
24.2;82;0
24.2;81;0
24.1;81;0
24.1;81;0
24.1;81;0
24.2;81;0
24.2;81;0
24.3;80;0
24.3;80;0
24.4;80;0
24.4;80;0
24.3;79;0
24.3;78;0
24.3;78;0
24.1;79;0
23.9;79;0
23.8;79;0
23.8;78;0
23.7;79;0
23.8;77;0
23.8;77;0
23.7;76;0
23.8;73;0
23.8;72;0
23.5;74;0
23.4;74;0
23.4;74;0
23.4;75;0
23.4;75;0
23.3;77;0
23.3;78;0
23.2;77;0
23.2;77;0
23.2;76;0
23.2;77;0
23.2;77;0
23.2;77;0
23.2;76;0
23.2;76;0
23.2;76;0
23.1;76;0
23;76;0
23.1;75;0
22.9;76;0
22.9;77;0
22.9;78;0
22.8;79;2
22.7;80;14
22.6;79;35
22.7;80;64
22.7;79;81
22.8;78;89
23.1;76;138
23.5;76;219
23.4;75;203
23.8;75;275
24.2;74;326
23.7;74;224
23.7;75;200
23.7;74;210
23.7;75;220
23.9;75;233
24.2;74;265
24.2;74;300
24.5;74;349
24.8;72;418
25.7;69;649
25.5;70;542
25.3;72;386
25.3;71;375
25.3;71;301
25.4;73;311
25.6;70;330
25.6;71;319
25.8;69;344
26.4;68;511
26.1;68;387
26;70;383
26.2;68;390
26.1;70;352
26.1;71;326
26.3;70;423
25.9;70;349
25.7;73;198
25.4;72;154
25.3;73;128
25.1;73;107
25;74;101
24.9;73;97
24.6;75;65
24.1;76;34
23.8;76;13
23.7;76;0
23.6;77;0
23.6;77;0
23.5;77;0
23.4;77;0
23.5;77;0
23.6;76;0
23.4;77;0
23.4;77;0
23.4;77;0
23.6;76;0
23.4;76;0
23.6;76;0
23.5;76;0
23.6;76;0
23.5;75;0
23.5;75;0
23.4;75;0
23.4;74;0
23.2;75;0
23.2;72;0
23.3;72;0
23.3;71;0
23.3;71;0
23.3;72;0
23.2;72;0
23.1;73;0
22.8;74;0
22.9;73;0
22.8;74;0
22.9;73;0
23.1;73;0
23.1;73;0
23.2;73;0
23.1;73;0
23.1;73;0
23.1;73;0
22.9;74;0
22.9;74;0
23.1;74;0
23;75;0
22.8;76;0
22.7;78;0
22.7;78;0
22.6;78;0
22.7;78;0
22.6;79;0
22.7;79;0
22.7;79;0
22.7;79;0
22.6;79;7
22.7;79;18
23;79;28
23.2;79;34
23.6;78;42
23.9;78;106
24.4;77;320
25.2;75;390
25.3;74;446
25.7;73;497
26.1;72;548
26.7;71;584
26.8;70;650
26.8;69;690
26.8;69;747
25.8;71;484
26.6;69;841
27.1;67;832
27.1;68;809
27.8;65;875
27.4;65;887
27.8;63;906
27.8;65;924
27.6;64;909
27.9;63;893
28.2;61;882
28.4;62;866
28.3;61;847
28.3;63;831
28.5;63;805
28.3;62;783
27.4;64;729
27.6;65;688
27.3;64;499
27.6;65;378
26.8;66;417
26.6;66;356
26.4;66;104
26.2;66;127
26.1;67;81
25.8;67;41
25.6;68;38
25.3;68;30
24.8;69;24
24.4;72;15
24.1;73;7
23.7;74;0
23.2;77;0
23.1;77;0
22.9;77;0
22.9;76;0
22.9;77;0
22.8;77;0
22.8;77;0
22.6;77;0
22.4;76;0
22.6;75;0
22.5;75;0
22.5;75;0
22.5;75;0
22.6;74;0
22.6;73;0
22.6;73;0
22.6;73;0
22.6;73;0
22.6;73;0
22.6;73;0
22.6;72;0
22.4;72;0
22.4;72;0
22.5;71;0
22.4;72;0
22.4;72;0
22.3;73;0
22.3;72;0
22.2;73;0
21.9;73;0
22.1;73;0
22;73;0
21.8;74;0
21.8;75;0
21.6;76;0
21.6;75;0
21.4;74;0
21.3;73;0
21.3;72;0
21.3;71;0
21.2;70;0
21.2;70;0
21.1;70;0
20.9;71;0
20.9;71;0
20.9;72;0
20.8;72;0
20.6;73;0
20.5;73;0
20.6;73;6
20.5;74;11
20.4;74;27
20.6;73;56
21.2;72;116
21.4;71;151
22.3;70;322
23.4;65;462
23.3;64;443
23.2;65;495
24;65;546
24.2;63;567
24.5;63;644
24.9;62;686
25.1;62;724
25.2;61;761
25.7;60;794
26.4;59;821
25.8;60;844
26;61;864
26.2;59;879
26.3;58;888
26.5;58;895
27.3;55;896
26.8;55;892
27.1;55;883
27.3;55;870
27.3;55;851
27.4;55;827
27.3;55;803
27.3;55;773
27.1;55;737
26.8;54;697
27.1;56;485
27.1;55;316
26.4;57;304
26.4;58;413
26.3;57;156
25.9;59;88
25.6;60;59
25.4;62;98
25.2;62;108
24.7;64;72
24.5;64;48
24.2;65;27
23.9;66;9
23.7;67;0
23.6;68;0
23.5;68;0
23.4;69;0
23.3;69;0
23.3;69;0
23.3;70;0
23.4;69;0
23.6;69;0
23.6;69;0
23.5;70;0
23.6;71;0
23.6;71;0
23.7;71;0
23.7;71;0
23.7;72;0
23.6;73;0
23.6;74;0
23.6;74;0
23.5;75;0
23.3;76;0
23.1;74;0
22.8;72;0
22.6;73;0
22.6;73;0
22.7;72;0
22.8;72;0
22.6;72;0
22.6;72;0
22.7;71;0
22.6;71;0
22.5;71;0
22.4;70;0
22.3;69;0
22.3;70;0
22.2;70;0
22.2;70;0
22.2;70;0
22.1;72;0
22;73;0
21.9;74;0
21.7;75;0
21.4;76;0
21.4;76;0
21.4;77;0
21.3;77;0
21.3;77;0
21.3;77;0
21.6;77;0
21.7;76;0
21.7;77;11
21.7;77;21
21.7;77;33
21.6;77;30
21.7;76;42
22.2;73;75
23.5;70;297
24.1;69;444
24.1;69;451
24.4;67;494
24.6;67;541
24.9;67;571
25.3;65;630
25.7;65;681
25.7;65;722
25.9;64;758
26.2;64;790
26.6;63;814
26.9;61;840
27.3;61;859
27.4;61;874
27.7;60;885
27.4;62;890
27.3;62;891
27.5;62;891
27.7;61;878
27.4;62;864
27.8;63;846
27.9;63;823
27.4;63;808
27.6;64;771
27.4;63;734
27.2;66;694
27.3;64;390
27.4;64;248
27.4;63;357
27.4;63;373
26.8;66;110
26.6;65;91
26.6;66;47
26.3;68;37
26;67;31
25.6;69;26
25.1;71;21
24.6;74;14
24.2;75;3
24.2;75;0
24;75;0
24.1;75;0
24;75;0
23.9;76;0
23.9;76;0
23.8;77;0
23.8;76;0
23.8;77;0
23.6;77;0
23.4;78;0
23.2;79;0
23.2;79;0
22.9;81;0
22.8;81;0
22.8;81;0
22.7;82;0
22.9;82;0
22.9;81;0
22.9;80;0
23.2;80;0
23.1;79;0
23;78;0
23;78;0
22.9;79;0
23;78;0
22.9;79;0
23;79;0
22.9;79;0
22.8;80;0
22.7;82;0
22.8;81;0
22.8;82;0
22.7;82;0
22.7;82;0
22.7;82;0
22.7;82;0
22.7;82;0
22.5;83;0
22.4;83;0
22.3;84;0
22.3;84;0
22.4;83;0
22.4;84;0
22.5;83;0
22.6;83;0
22.7;82;0
22.8;82;0
22.6;83;0
22.5;84;0
22.7;83;5
22.8;84;27
22.9;83;53
22.9;84;57
23.1;83;79
23.2;83;84
23.3;84;98
24.5;81;311
24.2;82;208
23.7;84;193
24.4;84;278
25.4;79;612
24.6;83;211
24.7;81;232
24.6;82;237
25.9;78;694
25.9;77;365
25.6;78;297
26.1;76;326
28;73;801
27.5;72;752
26.9;74;415
27.7;71;954
27.7;73;443
27.9;70;771
27.5;72;342
27.7;69;511
28.8;68;1011
28.4;69;732
28.3;70;760
28.7;67;787
28.4;68;876
28.9;67;723
28.6;67;297
28.5;68;353
28.5;68;271
28.2;69;226
28.3;68;154
27.9;69;113
27.7;69;96
28.1;70;145
27.6;70;101
27.2;71;73
27;72;53
26.5;74;22
26.1;75;11
25.2;81;0
24.7;81;0
24.7;82;0
25.2;79;0
25.4;78;0
25.1;79;0
25.3;78;0
25.1;78;0
24.4;81;0
24.8;80;0
24.9;80;0
24.7;81;0
24.7;82;0
24.2;83;0
24.5;82;0
24.5;83;0
24.3;84;0
24.3;84;0
24.3;83;0
24.2;84;0
24.3;83;0
24.3;83;0
24.3;83;0
24.1;84;0
24.1;84;0
24.1;84;0
24.1;84;0
23.8;85;0
23.8;85;0
23.8;85;0
23.8;86;0
23.8;86;0
24;85;0
24;86;0
24;86;0
23.9;87;0
24.1;86;0
23.9;87;0
23.8;88;0
23.7;88;0
23.8;87;0
23.7;88;0
23.8;88;0
23.7;88;0
23.6;89;0
23.5;89;0
23.1;91;0
23;91;0
23.1;91;0
23.2;91;0
23.1;91;10
23.4;90;16
23.7;89;24
24.2;88;32
24.6;87;48
25.1;87;155
25.4;84;351
25.2;85;169
26;84;379
26.9;81;519
26.4;82;252
27.6;79;320
27.6;77;526
28.2;76;753
27.9;77;479
27.9;78;282
28.6;74;481
27.8;77;275
27.8;78;294
29.4;73;661
30.2;69;740
30.3;69;934
30.3;70;929
30.7;67;856
31.1;66;853
31.1;68;922
30.9;67;822
31.5;63;887
30.9;64;771
30.7;66;580
30.4;67;310
31.4;65;758
31.4;63;687
30.9;66;336
31.1;66;351
30.9;67;267
29.9;70;167
30.7;68;225
29.4;74;117
28.7;77;84
28.8;77;70
28.3;77;80
27.5;80;40
27.2;82;52
26.8;82;41
26.6;85;13
26.2;86;0
26;87;0
25.8;88;0
25.7;88;0
25.4;89;0
25.2;90;0
25.4;90;0
25.4;90;0
25.4;89;0
25.3;92;0
25;93;0
24.7;94;0
24.6;94;0
24.7;90;0
24.7;90;0
24.7;89;0
24.6;88;0
24.6;86;0
24.5;85;0
24.2;87;0
24.2;86;0
24.1;86;0
23.8;88;0
23.2;90;0
23.1;91;0
23.2;91;0
22.8;93;0
22.8;93;0
22.7;94;0
22.8;94;0
22.6;94;0
22.6;94;0
22.4;95;0
22.6;94;0
22.4;95;0
22.2;94;0
22.1;95;0
22.2;95;0
22.1;95;0
22.2;96;0
22.1;96;0
22.3;95;0
22.3;95;0
22.1;95;0
22.2;96;0
22.1;95;0
22.3;95;0
22.1;95;0
22.3;95;0
22.2;95;0
22.4;95;4
22.4;96;11
22.8;95;10
23.6;91;21
23.4;93;43
23.5;94;63
23.8;92;89
24.8;89;130
25.2;87;178
24.9;87;129
25.1;88;173
25.7;86;315
25.9;86;347
26.3;85;323
26.2;86;361
26.6;85;358
26.8;83;343
28.5;78;751
28.4;79;884
29.8;75;891
29.1;72;404
29.4;69;622
29.2;70;344
28.8;71;355
29.8;67;386
29.3;69;454
29.2;70;541
29;71;379
28.9;68;388
29.2;68;482
28.5;70;268
29.3;68;517
29.3;69;543
28.8;70;374
28.8;69;351
28.7;72;356
28.5;71;372
28.8;72;256
28.8;71;225
28;74;126
27.3;76;70
26.9;77;39
26.9;77;38
26.8;78;39
26.4;79;26
26.2;80;12
26.2;81;0
25.2;84;0
24.4;82;0
24.2;82;0
24;80;0
24.1;82;0
23.8;84;0
23.7;85;0
23.8;87;0
23.7;88;0
23.7;88;0
23.8;86;0
23.6;87;0
23.6;87;0
23.4;87;0
23.2;88;0
23.2;89;0
23.2;89;0
23.1;90;0
23.1;89;0
23.1;89;0
23;89;0
23;88;0
23.1;87;0
23.1;86;0
23.3;85;0
23.3;86;0
23.2;87;0
23.2;87;0
23.4;85;0
23.6;84;0
23.6;84;0
23.4;85;0
22.8;87;0
22.9;86;0
22.8;87;0
22.8;87;0
22.8;86;0
23.1;85;0
23.1;85;0
22.9;86;0
22.8;86;0
22.8;87;0
22.6;88;0
22.1;90;0
22.7;88;0
23.2;86;0
23.1;86;0
23.2;84;0
23.3;84;0
23.1;84;0
23.2;83;6
23.4;82;17
23.7;81;31
23.8;81;49
23.9;82;85
24.2;82;124
24.6;82;156
24.8;81;194
25.1;80;214
25.1;81;219
25.5;79;277
26;78;372
26.7;75;499
26.4;77;404
26.7;76;408
26.5;75;262
26.6;76;218
26.1;79;172
25.9;80;154
25.8;79;134
25.7;80;93
25.1;83;57
24.8;84;42
24.4;85;40
25.1;79;43
25;80;50
24.9;80;64
24.9;80;83
24.9;81;114
25.1;81;149
25.2;82;159
25.1;82;155
24.9;83;146
24.9;83;138
24.7;84;121
24.6;83;112
24.6;83;122
24.4;82;134
24.3;83;120
24.3;83;97
24.3;84;85
24.2;85;73
24.2;85;43
24;86;14
23.9;83;3
23.7;84;0
23.7;84;0
23.7;84;0
23.7;83;0
23.6;83;0
23.7;82;0
23.1;85;0
22.8;85;0
23.1;82;0
24.1;75;0
23.6;78;0
23.3;78;0
22.6;83;0
22.7;81;0
23.3;80;0
22.4;84;0
22.4;85;0
22.3;86;0
22;88;0
22.2;86;0
21.8;88;0
21.6;89;0
21.4;89;0
21.6;89;0
21.4;90;0
21;91;0
21;92;0
21.3;91;0
22.2;88;0
23.1;83;0
23.2;83;0
23.1;84;0
23.2;85;0
23.4;84;0
23.4;84;0
23.1;86;0
22.9;86;0
23.3;85;0
23.3;84;0
23.1;85;0
23.1;85;0
23.1;85;0
23;85;0
22.7;87;0
22.7;87;0
22.4;88;0
22.6;88;0
22.4;88;0
22.2;90;0
22.1;90;0
22.1;90;6
22.9;87;16
23.2;86;31
23.2;86;36
23.2;87;55
23.2;87;82
23.1;88;60
23.1;88;46
23.2;88;71
23.4;88;128
24.1;87;182
24.4;85;242
24.8;83;289
24.7;84;235
24.8;83;223
24.8;83;230
25.4;81;342
25.1;82;236
25;83;214
24.9;84;239
25.3;82;286
25.6;81;316
25.7;80;271
25.7;79;259
25.7;80;221
25.6;83;312
26.2;77;502
26.6;76;381
26.4;78;361
26.2;77;331
26.4;76;355
26.4;78;361
26.4;77;295
26.7;75;343
26.6;77;313
26.6;78;238
26.3;77;204
26.3;79;172
26.2;78;137
26;79;109
25.8;80;86
25.6;81;61
25.3;82;46
24.9;85;35
24.5;85;19
24.3;86;4
24.1;87;0
23.9;89;0
23.6;90;0
23.3;92;0
23.3;92;0
23.3;93;0
23.3;94;0
23.2;94;0
23.1;94;0
23.1;95;0
23.1;95;0
23;94;0
22.8;95;0
22.8;96;0
22.8;96;0
22.7;96;0
22.6;96;0
22.6;96;0
22.8;94;0
22.8;92;0
22.2;94;0
21.8;95;0
21.6;95;0
21.9;93;0
21.8;93;0
22.1;92;0
21.7;93;0
21.6;93;0
22.6;89;0
22.6;88;0
22.6;88;0
21.9;90;0
21.8;91;0
21.3;93;0
21.3;93;0
22.3;87;0
22.3;87;0
22.3;87;0
22.3;86;0
21.7;89;0
21.9;87;0
22.4;86;0
22.2;87;0
22.6;85;0
22.6;85;0
22.6;85;0
22.4;85;0
22.6;85;0
22.2;87;0
22.3;86;0
22.3;86;1
22.5;86;7
22.2;87;13
22.3;86;39
22.8;85;66
23.2;83;113
23.7;83;166
23.9;82;184
24.3;83;192
25.5;79;418
24.8;82;279
25.2;80;322
25.8;79;386
26.2;77;401
26.6;76;505
26.7;75;531
27.7;74;674
27.2;72;799
27.9;71;897
27.7;73;690
28.5;69;963
28.3;71;881
28.9;68;935
27.8;70;620
28.6;70;921
28.8;68;971
29.4;68;982
28.9;67;763
28.3;70;419
27.4;71;342
27.1;73;251
27.6;72;413
27.2;73;396
27.2;72;348
26.9;73;248
27.2;72;437
26.8;74;188
26.2;76;140
26.1;78;126
26.2;78;126
26.1;77;132
25.7;78;86
25.4;80;49
25.1;80;31
24.7;81;18
24.7;80;5
24.4;83;0
24.2;82;0
23.8;84;0
23.9;83;0
23.8;82;0
23.8;82;0
23.8;82;0
23.7;83;0
23.6;84;0
23.6;83;0
23.5;84;0
23.4;84;0
23.4;84;0
23.3;85;0
23.2;84;0
23.2;84;0
23.2;84;0
23.2;84;0
23.2;84;0
23.2;84;0
23.1;84;0
23.1;84;0
23.2;83;0
23;84;0
23.1;84;0
22.7;85;0
22.8;85;0
23.2;83;0
22.8;85;0
22.7;85;0
22.6;85;0
22.9;84;0
22.8;85;0
22.9;84;0
22.9;84;0
22.9;83;0
22.4;85;0
22.4;85;0
22.9;83;0
22.4;85;0
22.4;85;0
22.5;85;0
22.1;85;0
22.5;84;0
22.5;84;0
22.6;83;0
22.5;83;0
22.4;84;0
22.5;84;0
22.4;84;0
22.6;84;10
22.7;84;15
22.8;84;31
23.1;83;56
23.3;83;90
23.7;82;128
24.2;80;210
25.1;78;285
25.2;76;386
25.3;75;368
26.3;73;568
27.2;69;630
27.6;67;769
27.9;69;777
28.3;66;807
28.3;65;866
28.8;64;889
28.8;65;903
28.7;63;893
29;62;886
29.1;63;869
29;63;885
29.2;61;886
29.1;62;896
28.8;63;916
28.9;63;916
29.1;62;922
29.2;65;923
29.1;64;907
29.2;65;843
28.8;64;809
28.7;67;784
28.5;66;744
27.8;67;347
27.4;69;269
27.1;69;178
26.4;71;135
26.7;71;108
26.9;70;72
26.8;70;73
26.7;70;57
26.2;72;34
25.8;73;27
25.6;74;22
25.3;75;19
25.1;76;11
25.1;76;2
25;76;0
24.8;77;0
24.6;77;0
24.5;77;0
24.4;77;0
24.2;78;0
24;78;0
24.1;78;0
24.2;77;0
24.1;77;0
23.9;77;0
23.7;78;0
23.6;80;0
23.4;81;0
23.4;81;0
23.1;82;0
23.1;81;0
23.1;82;0
23.5;77;0
23.7;77;0
23.6;78;0
23.4;78;0
23.8;77;0
23.6;79;0
23.4;80;0
23.2;81;0
23.3;80;0
23.3;80;0
23.3;81;0
23.3;80;0
23.3;81;0
23.5;79;0
23.1;82;0
23.1;82;0
22.8;83;0
23.1;81;0
23.3;81;0
23.2;81;0
22.8;83;0
23.2;82;0
23.2;82;0
23.1;82;0
23.2;81;0
23.1;81;0
23.2;81;0
23.1;82;0
23.2;82;0
23.2;82;0
23.1;82;0
23;83;1
22.9;83;7
22.9;83;14
23.3;83;28
23.7;82;39
24.4;80;118
25.2;78;284
25.8;77;349
26.3;75;379
26.4;75;437
26.6;74;473
26.8;74;361
27.5;70;645
27.8;71;680
27.7;70;724
27.8;69;705
29.1;66;815
29.4;65;871
29.7;64;944
29.6;65;707
29.4;66;960
29.3;65;897
29.3;63;849
29.2;65;639
29.5;65;813
28.6;67;582
30;62;773
30.2;61;864
29.3;63;605
29.5;65;559
28.9;64;362
28.8;66;202
29.7;62;649
29.3;63;187
29.1;64;299
28.6;66;140
28.3;67;86
28.8;65;128
28.8;65;94
28.9;66;95
28.6;66;56
27.8;68;43
27.8;69;68
27.4;77;37
26.4;82;21
25.9;85;14
25.6;86;1
25.3;87;0
25.2;87;0
24.9;89;0
24.9;89;0
24.8;89;0
24.6;89;0
24.8;88;0
24.9;84;0
24.5;85;0
24.1;85;0
24;84;0
24;84;0
23.7;86;0
23.6;88;0
23.2;90;0
23.2;90;0
23.9;89;0
23.4;89;0
23.1;86;0
22.4;86;0
22;88;0
22.2;86;0
21.3;87;0
22.2;84;0
22.4;83;0
22.3;82;0
22.7;81;0
22.7;81;0
22.4;82;0
22.1;84;0
22.3;83;0
21.9;83;0
22.2;82;0
22.2;82;0
22.1;83;0
22;83;0
21.8;84;0
21.4;85;0
21.4;84;0
20.7;87;0
21.1;86;0
20.5;89;0
20.3;89;0
20;90;0
21;87;0
22.1;83;0
22.2;83;0
22.6;82;0
22.6;83;0
22.7;84;4
22.8;84;9
22.9;84;20
23.3;83;28
23.6;83;33
23.8;82;111
24.3;80;300
25.1;79;356
25.5;77;412
26.1;77;474
26.2;76;532
26.3;74;433
27.2;72;509
27.3;71;669
28.1;67;704
28.3;66;742
28.7;65;781
28.7;64;713
29.1;64;817
28.9;62;824
29.7;64;950
28;66;463
28.7;65;732
30.1;60;948
29.4;61;564
28.5;64;490
29.3;62;675
29.6;62;923
28.9;66;382
30.6;60;855
30.2;62;795
29.4;62;494
29.6;62;433
29.5;60;362
29.3;63;373
28.5;67;119
29.3;61;373
29.4;59;113
28.9;61;65
28.9;64;68
29.1;64;97
28;67;52
27.5;70;32
